2026-01-30 11:20:10,741 - INFO - STARTING EXTENSIVE KNN PIPELINE FOR POLLUTION_LEVEL
2026-01-30 11:20:10,773 - INFO - Dataset loaded with shape (23463, 12)
2026-01-30 11:20:10,779 - INFO - Pollution_Level target created
2026-01-30 11:20:10,793 - INFO - Total parameter combinations to test: 40
2026-01-30 11:20:10,841 - INFO - Tested KNN(n_neighbors=3, weights=uniform, metric=euclidean) -> Accuracy=0.9740
2026-01-30 11:20:10,891 - INFO - Tested KNN(n_neighbors=3, weights=uniform, metric=manhattan) -> Accuracy=0.9855
2026-01-30 11:20:10,945 - INFO - Tested KNN(n_neighbors=3, weights=uniform, metric=chebyshev) -> Accuracy=0.9653
2026-01-30 11:20:11,005 - INFO - Tested KNN(n_neighbors=3, weights=uniform, metric=minkowski) -> Accuracy=0.9740
2026-01-30 11:20:11,050 - INFO - Tested KNN(n_neighbors=3, weights=distance, metric=euclidean) -> Accuracy=0.9804
2026-01-30 11:20:11,099 - INFO - Tested KNN(n_neighbors=3, weights=distance, metric=manhattan) -> Accuracy=0.9881
2026-01-30 11:20:11,152 - INFO - Tested KNN(n_neighbors=3, weights=distance, metric=chebyshev) -> Accuracy=0.9732
2026-01-30 11:20:11,198 - INFO - Tested KNN(n_neighbors=3, weights=distance, metric=minkowski) -> Accuracy=0.9804
2026-01-30 11:20:11,246 - INFO - Tested KNN(n_neighbors=5, weights=uniform, metric=euclidean) -> Accuracy=0.9732
2026-01-30 11:20:11,300 - INFO - Tested KNN(n_neighbors=5, weights=uniform, metric=manhattan) -> Accuracy=0.9832
2026-01-30 11:20:11,359 - INFO - Tested KNN(n_neighbors=5, weights=uniform, metric=chebyshev) -> Accuracy=0.9625
2026-01-30 11:20:11,408 - INFO - Tested KNN(n_neighbors=5, weights=uniform, metric=minkowski) -> Accuracy=0.9732
2026-01-30 11:20:11,457 - INFO - Tested KNN(n_neighbors=5, weights=distance, metric=euclidean) -> Accuracy=0.9823
2026-01-30 11:20:11,510 - INFO - Tested KNN(n_neighbors=5, weights=distance, metric=manhattan) -> Accuracy=0.9870
2026-01-30 11:20:11,571 - INFO - Tested KNN(n_neighbors=5, weights=distance, metric=chebyshev) -> Accuracy=0.9729
2026-01-30 11:20:11,620 - INFO - Tested KNN(n_neighbors=5, weights=distance, metric=minkowski) -> Accuracy=0.9823
2026-01-30 11:20:11,674 - INFO - Tested KNN(n_neighbors=7, weights=uniform, metric=euclidean) -> Accuracy=0.9753
2026-01-30 11:20:11,732 - INFO - Tested KNN(n_neighbors=7, weights=uniform, metric=manhattan) -> Accuracy=0.9853
2026-01-30 11:20:11,795 - INFO - Tested KNN(n_neighbors=7, weights=uniform, metric=chebyshev) -> Accuracy=0.9612
2026-01-30 11:20:11,849 - INFO - Tested KNN(n_neighbors=7, weights=uniform, metric=minkowski) -> Accuracy=0.9753
2026-01-30 11:20:11,902 - INFO - Tested KNN(n_neighbors=7, weights=distance, metric=euclidean) -> Accuracy=0.9812
2026-01-30 11:20:11,961 - INFO - Tested KNN(n_neighbors=7, weights=distance, metric=manhattan) -> Accuracy=0.9891
2026-01-30 11:20:12,023 - INFO - Tested KNN(n_neighbors=7, weights=distance, metric=chebyshev) -> Accuracy=0.9740
2026-01-30 11:20:12,075 - INFO - Tested KNN(n_neighbors=7, weights=distance, metric=minkowski) -> Accuracy=0.9812
2026-01-30 11:20:12,131 - INFO - Tested KNN(n_neighbors=9, weights=uniform, metric=euclidean) -> Accuracy=0.9746
2026-01-30 11:20:12,192 - INFO - Tested KNN(n_neighbors=9, weights=uniform, metric=manhattan) -> Accuracy=0.9847
2026-01-30 11:20:12,257 - INFO - Tested KNN(n_neighbors=9, weights=uniform, metric=chebyshev) -> Accuracy=0.9629
2026-01-30 11:20:12,312 - INFO - Tested KNN(n_neighbors=9, weights=uniform, metric=minkowski) -> Accuracy=0.9746
2026-01-30 11:20:12,367 - INFO - Tested KNN(n_neighbors=9, weights=distance, metric=euclidean) -> Accuracy=0.9834
2026-01-30 11:20:12,430 - INFO - Tested KNN(n_neighbors=9, weights=distance, metric=manhattan) -> Accuracy=0.9876
2026-01-30 11:20:12,496 - INFO - Tested KNN(n_neighbors=9, weights=distance, metric=chebyshev) -> Accuracy=0.9732
2026-01-30 11:20:12,551 - INFO - Tested KNN(n_neighbors=9, weights=distance, metric=minkowski) -> Accuracy=0.9834
